ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9
R-HSA-162582,0.5636256956229101,-0.2654804366751457,0.3225603796778765,0.009124061755877511,0.007437194286137336,0.02407842247830838,-0.18528657828960848,0.23082904052382372,0.5630088672547693,-0.11414262652294528
R-HSA-73857,0.0036722267641088446,-0.17557833405652884,-0.07246574263524831,-0.07199489444326546,-0.36826051949054395,-0.36145433193195226,0.11397842294352956,0.351154508382459,0.1626707891684882,0.510494187641824
R-HSA-212436,0.1884987316613478,-0.021677827406223784,-0.12610559827344736,0.011274745623659944,-0.4362474865486337,-0.3874877580858257,0.1510564187360965,0.35701805434865147,0.1351290329716782,0.35677328502349337
R-HSA-74160,-0.20787118004879632,-0.2062419133683755,0.1713016797452205,-0.12658936168025853,-0.4478262560343436,-0.13785294712131058,0.2527574975787268,0.35405723261144906,0.3249962053641947,0.5579315640554778
R-HSA-2173793,0.18530109632391978,-0.024988208810882817,-0.12529086600674344,0.009563813755043716,-0.4358719203235643,-0.3889247978111155,0.14931307340744593,0.3567182302352527,0.1349132041920857,0.3587553148049594
R-HSA-2173796,0.18221684690950166,-0.025992988841135135,-0.12365546366919448,0.0090092264042057,-0.4313018730795661,-0.38514636625699233,0.14773900829807174,0.3535462534934866,0.1338591302089037,0.3566920369876107
R-HSA-170834,0.19912236625757673,-0.0250729228715474,-0.13290194710677403,0.010200731295538702,-0.46499435815799595,-0.41552515557612507,0.15634322658330507,0.37753420560494605,0.14141394013475225,0.3752426319924405
R-HSA-73894,0.3857979663657116,-0.09403972168317686,-0.05126249630631901,0.07782829272682561,0.36603432227036986,-0.2366377573532924,-0.14459274435525582,-0.4198785360854691,-0.2530132902923359,-0.045764858192729366
R-HSA-73942,0.3610880181351444,-0.08796613338426312,-0.04823023462788078,0.07281957203431691,0.3426325979193054,-0.22134144423186736,-0.13555585887963567,-0.3943179527276937,-0.23709805495538464,-0.04317328618184982
R-HSA-168256,0.1359409724130475,-0.08484342919106928,-0.2642600783528732,0.5838615582678001,-0.41066527261924346,-0.09814886908776006,0.17397396514036698,-0.38393419136330215,0.142212938586553,-0.22905712785650953
R-HSA-1280215,0.1327260799230887,-0.08280465040091262,-0.2579300491586712,0.5696784636857566,-0.40057248189261346,-0.09594864560986466,0.16989745682641627,-0.37435055550886154,0.13883371906942193,-0.2235300344262067
R-HSA-9006934,0.4801232473383453,-0.2265485782981859,0.2750563719746274,0.007777094045687976,0.00641680621757794,0.020589702087718008,-0.15789541684244318,0.1960665372840743,0.47971118349539826,-0.09676835609887079
R-HSA-8963898,0.021947147559537437,0.06039146123095742,0.01941443266783632,0.22502995765169528,-0.443652915057482,-0.06674339449510727,-0.40751327335513343,-0.0971798919028685,0.34938141241707565,-0.24878479125575165
R-HSA-8963888,0.020315228597132817,0.05586865005937854,0.018371957536442787,0.20932809387334866,-0.4107775826253649,-0.061577352050955506,-0.3774014816381197,-0.09126637550795054,0.3243964192480083,-0.23047984171135094
R-HSA-8963899,0.13465587747900307,-0.15038286921028168,-0.20635275257368757,0.2442713107973158,0.06027787858145746,0.4430566442676237,0.05716044947986967,0.49638916694200885,0.12958498462998747,-0.38495055395018335
R-HSA-8963901,0.12205565353684873,-0.13578839284819272,-0.18706764133657383,0.22109236058819498,0.05491178717573388,0.40139896576686973,0.0512706096456153,0.4494628774576366,0.11768812471353676,-0.34845708966819844
R-HSA-8964058,0.12655482617813332,-0.14140899223948042,-0.19411202615322842,0.2293638718128648,0.05676267414826131,0.41667371162074623,0.05340207996689183,0.4669825122609669,0.12172851332431835,-0.36195027913892364
R-HSA-174824,0.13799356314109748,-0.15425722002711742,-0.21163607584236382,0.25015278074527664,0.06186884030435808,0.45466542349344236,0.05820090022121582,0.5089019599244747,0.132899070633648,-0.3946548372157586
R-HSA-392499,-0.1219336868133681,0.19499988688151684,0.3436308766913782,0.048737602857623685,0.4359521486887909,-0.17066381853281784,0.174094916144572,0.31222246909895895,-0.16572029152687254,-0.6139028271415136
R-HSA-597592,-0.1569815901957567,0.15730031706091294,0.30646648312750474,0.08744124876861188,0.4078304048821163,-0.09762490321508635,0.18457270319662902,0.25820720290043914,-0.19939359248358127,-0.5444955382411525
R-HSA-1266738,-0.06832345706576652,0.4151414464699923,-0.09119703058239438,-0.10288491163032151,0.1455029458348617,-0.5911890264846245,0.08754398521795156,-0.3327377533746942,0.04621551314940813,0.4146297849319787
R-HSA-1643685,0.4445126144710888,-0.23960260496939603,0.2202305687711697,-0.22719687778391148,-0.08992392815494352,0.3302689558752287,-0.4973362249648914,-0.17894000934634435,0.06636825790047464,0.3673368279767628
R-HSA-449147,0.12404913323737084,-0.07681378966709784,-0.23993750304938372,0.5292199363577788,-0.37146851890563176,-0.08927278579166087,0.15830123273021876,-0.3469592957437022,0.1287975011713922,-0.20816465190831954
R-HSA-3656534,0.1751480950538737,0.1546686998653246,0.018791481659078187,-0.21588756198106532,0.06152514174474725,-0.34616481335994975,-0.3411644867491097,-0.31383901466232855,0.07594936491657284,-0.5068277134932242
R-HSA-3656532,0.16985186408100877,0.15026905237635288,0.018338205512379455,-0.20972506913229674,0.05993045757615614,-0.33636354031029014,-0.3318130954214146,-0.3048523254357772,0.07381694278767453,-0.49268640287249166
R-HSA-3304349,0.18416728371565894,0.16225069434847217,0.0182525271784573,-0.2256166168457026,0.0639411301164179,-0.3622833395966196,-0.3546702325159458,-0.3289413503809993,0.07869136679391794,-0.5288684648981898
R-HSA-3304356,0.16826712622327805,0.14824520657614923,0.016418615758292017,-0.20610897014349822,0.05857785956057453,-0.33041091085616703,-0.32355904170656175,-0.30064438418768175,0.07187860656543775,-0.4821749103531331
R-HSA-8878159,0.2456250976424906,0.04934381615359965,-0.14221038057148125,0.046788458906143235,-0.42261773413312465,-0.34221562047469684,0.18482581849404647,0.35157819234984183,0.13351231163356567,0.30371025522402123
R-HSA-8941855,0.24631241561402337,0.04965221008962804,-0.1421859372161116,0.0469506137076306,-0.42285209184514394,-0.3414014202602536,0.18581066113052694,0.35233539523145324,0.13385626569587025,0.3038679127309806
R-HSA-5663202,0.41345221305449265,-0.22292806763306688,0.20469294518531553,-0.21107147978939958,-0.08336086405089306,0.3076251160342964,-0.4633669451803826,-0.16617496363927925,0.06084740321108231,0.342133264766625
R-HSA-3304351,0.19162830319083685,0.1687028897519826,0.019263870952214227,-0.2348843891916064,0.06668937007664208,-0.3766993320540945,-0.3695631696206395,-0.3422212186985273,0.08205301538744501,-0.5505060588483344
R-HSA-9614085,0.20039479468704754,-0.2782903159295437,-0.5063629969507895,-0.3245704895339113,0.12309927571099244,-0.24894666749300304,-0.04369966632179895,0.1934990678076359,0.048122343334222044,0.10405992764433863
R-HSA-9617828,0.18572537785005078,-0.25932178487028035,-0.47172607938679467,-0.302742230698174,0.11615569922778224,-0.23128505269430008,-0.04101964302507524,0.17880643452923373,0.04442897200074785,0.09662028332492761
R-HSA-9758941,-0.05512064480897292,-0.021389379505074815,-0.3669544723238827,-0.2315034459484393,0.3704313513937862,0.02344834682705579,-0.010348694067349253,-0.4553234995068721,0.19087377760189114,0.2452761484402968
R-HSA-9823730,-0.05193016222742222,-0.020074542628124838,-0.34284224081484826,-0.21644057137998304,0.34499657281563445,0.021559135524546153,-0.009744577808838258,-0.4247403123250896,0.1777024545708291,0.22854461870224507
R-HSA-425410,0.12473091334326827,0.17333709514080256,-0.025896956545345955,-0.08023690559253663,0.20329803124049806,0.30831614502609295,0.08879520218343138,-0.26855581448408544,0.06833880766489578,0.619360183256131
R-HSA-435354,0.1118118421834108,0.1558033112817296,-0.02350870063454445,-0.0726395542435576,0.18295308535665808,0.2770020561881872,0.07981464836287734,-0.24196345701279462,0.06147381577750129,0.5567220003791602
R-HSA-9856651,0.4441086304352378,-0.1307005132220238,0.3280219685292124,0.2652917945598665,0.031430372215459586,-0.14392374665496,0.5285118663586218,0.2670875705593595,-0.09310658728123421,-0.15936618763116986
R-HSA-9825892,0.39218673763047746,-0.11479038361749938,0.2888019989072468,0.23424078423754274,0.028017589700216883,-0.12667068305684595,0.46610579584082057,0.2354057497483732,-0.0821523223735092,-0.14081281523308073
R-HSA-201681,-0.376339094701502,0.1864341544799405,-0.34713932948050713,0.32209153256161127,-0.15073602978784056,0.1975280055752485,-0.025325814832967756,-0.14382551854164624,-0.4417926619188301,-0.34476038937242415
R-HSA-201722,-0.3693416643675007,0.18295771137052227,-0.34058696421851026,0.3157574821668225,-0.14777982689692296,0.19382153723820533,-0.024892886820981234,-0.1410557390915046,-0.4334753400967492,-0.3383241878162464
R-HSA-4411364,-0.3274313597989373,0.161479819184091,-0.30091190085606273,0.27899648214570777,-0.13077715938692547,0.17160376496049443,-0.0218024430673059,-0.12499464360167932,-0.3835575091705303,-0.2987217508562868
R-HSA-8951430,0.24355952355976462,0.048398727212720545,-0.14102916864287213,0.04609997303135287,-0.41944445724065077,-0.3395569230203983,0.18347914043074007,0.3491300924146803,0.13263744200950423,0.30192761348292696
R-HSA-202403,-0.09399787790968088,0.2521016678214728,-0.05027974943667326,0.07274130794002481,-0.32756598379454543,0.16975973164539787,-0.06282402170381671,-0.34471656952414226,0.5584656123757687,0.05116820508265836
R-HSA-202427,-0.08694064912170768,0.2333538271682161,-0.04597047026721176,0.06737349477842731,-0.3036483837352245,0.1572188160197075,-0.05766550455786227,-0.31953440855859505,0.5170354668759021,0.04804513645001457
R-HSA-6785807,0.11763801387017639,-0.07291374198470982,-0.22828481423992442,0.5033972493994405,-0.35343211711973105,-0.08460498211876714,0.15049462353143903,-0.33016353055928693,0.12274245249237974,-0.19828209828345456
R-HSA-8864260,0.18596065067592712,-0.023867095181362104,-0.1259587631323926,0.010751890580038913,-0.43703879778071564,-0.3880762657095767,0.15252133698965728,0.35952668065923943,0.13678866459044625,0.3620747112348639
R-HSA-8878171,0.07628088330250396,0.45612183976251325,0.04796382593797577,0.24427123822041874,0.14284703812952762,0.30584914341330655,0.1990818764064286,0.34960640774630153,0.47445355086693775,-0.06632135657011662
R-HSA-8931987,0.06832402281564193,0.40938290467114435,0.04306650805554063,0.21924767315353338,0.12823248101854542,0.2742555552688537,0.17877497548475146,0.3130168181878542,0.4258572842733915,-0.05897245290584467
R-HSA-8877330,0.06800747344428446,0.40779288677030306,0.04245285240562465,0.21808693359356365,0.12787823219488786,0.2737898733455219,0.17799119729291596,0.3127997150267993,0.42440652924142197,-0.05925470311244907
R-HSA-1483206,-0.2589497581217632,-0.08987242193453279,0.1523410819863758,0.1725336662555936,-0.10347292703794826,0.605464596756723,0.30145161787307373,-0.3751070254981534,-0.1523518587099381,-0.035455281348162934
R-HSA-1482883,-0.24466143133849666,-0.08496370081534407,0.1439723903156722,0.16285638750341894,-0.09785305597684286,0.5721893483482513,0.28469648425309135,-0.35433827056165146,-0.14415438509749995,-0.03380063483392679
R-HSA-112409,-0.22184932872366295,0.14527736673911862,0.10414789234600479,0.2621422079465995,-0.12575091229479796,-0.15323264576493603,-0.0947519613122197,0.4903942914787584,-0.22760444845026245,0.3597637936163944
R-HSA-112411,-0.20594029643098136,0.13503760604768744,0.09664122848490829,0.24324416090333634,-0.11679675869110999,-0.14256361319656888,-0.08799810568903407,0.45371601119987154,-0.21141083459608515,0.3329441106044252
R-HSA-72766,-0.0867294488217751,0.19872195632093836,0.32815340945251875,0.020627447747706074,0.4023187461788464,-0.1964635503509769,0.147184189201552,0.31013997913339675,-0.12322972514950381,-0.5872341089828292
R-HSA-8953854,0.09216996634200413,-0.514813174809889,0.4670777674034275,0.3985718492258627,-0.0325940542530898,-0.2458397268931054,-0.28469724021654497,-0.0856342670716691,0.1907357401568846,0.21541957560432257
R-HSA-72312,0.08300441209388691,-0.474811628634012,0.43561406460201046,0.3753484777936011,-0.021426174524392265,-0.22480575055398241,-0.26835425476933916,-0.08379854995340452,0.17503746768817383,0.19119550865253013
R-HSA-376176,0.6573261533737457,0.18348020227698292,-0.3348105709429986,0.045650092492131686,0.01911022250504762,-0.21849135595533956,-0.22886232285582847,0.31548443192224196,-0.1144822247334534,0.12929229698197103
R-HSA-9010553,0.6034228674200476,0.16797362366056212,-0.30738748748182027,0.041678002469153944,0.01748807661939654,-0.2004701633094609,-0.21042442664231797,0.28976283245027606,-0.10515113554651156,0.11847307303453115
R-HSA-2262752,0.09580468571769989,0.39205716279619146,0.11117260472293058,-0.16227349909657693,-0.08853658473348479,0.546915890978129,-0.10484844087702135,0.014472334834780493,-0.2845711206045113,0.38462764277526557
R-HSA-9711097,0.09433480969045535,0.386297951424936,0.10966360618248404,-0.1598383327240491,-0.08733405841587945,0.538612698916884,-0.10329264261624084,0.0142429995340465,-0.280294288975207,0.37894199779685206
R-HSA-168255,0.2873137840583841,-0.44589552568345514,0.0027401450546674444,-0.271881042946208,-0.25815187859557637,0.07530670958128878,0.21219192428599823,-0.1956539617757081,-0.44710679684353993,0.3948113684018006
R-HSA-168273,0.26227753273121795,-0.40602468373564166,0.0029389896866074644,-0.24756341132745557,-0.2353862019503902,0.06861993397312308,0.19315177727426275,-0.17866418756477856,-0.4070207091648796,0.3598336293316842
R-HSA-1799339,-0.07350535583261017,0.17830574352439993,0.2942707487696095,0.014539687492042519,0.3583454394194662,-0.1826534632472046,0.12867719626078136,0.2801939421471159,-0.10544599150082072,-0.5266905735666799
