,targetId,hasSafetyEvent,maxClinicalTrialPhase,tissueSpecificity,tissueDistribution,uniqueTherapeuticAreas,uniqueDiseases,maxEffectiveSampleSize,earliestPublicationDate,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount
1544,ENSG00000198670,1,0.75,1.0,0.5,9,58,756470.9740366563,2011-03-06,LPA,-0.18299997,-1.5017,-2.7146,1
1545,ENSG00000198707,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,CEP290,-0.09399998,0.17962,-0.80908,8
1546,ENSG00000198763,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND2,,,,3
1547,ENSG00000204291,0,1.0,0.5,0.0,3,5,322220.1169395476,2019-02-25,COL15A1,0.23699999,1.0432,0.48035,4
1548,ENSG00000204388,0,0.75,-1.0,0.0,0,0,0.01,2025-01-01,HSPA1B,-0.854,2.2361,0.54916,8
1549,ENSG00000205268,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,PDE7A,-0.23800004,-0.0010515,-0.33415,1
1550,ENSG00000213906,0,0.75,0.5,0.0,0,0,0.01,2025-01-01,LTB4R2,-0.824,-1.4213,-2.5019,2
1551,ENSG00000222028,0,1.0,1.0,1.0,0,0,0.01,2025-01-01,PSMB11,-0.96599996,0.21383,0.47389,1
1552,ENSG00000236637,0,0.5,,,0,0,0.01,2025-01-01,IFNA4,-0.867,-0.44708,-0.20765,6
1553,ENSG00000263761,0,0.75,1.0,1.0,1,1,358386.30063935445,2021-11-04,GDF2,-0.20799994,0.76019,-1.1527,1
1554,ENSG00000278540,1,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,ACACA,0.626,10.233,2.407,6
