,targetId,hasSafetyEvent,maxClinicalTrialPhase,tissueSpecificity,tissueDistribution,uniqueTherapeuticAreas,uniqueDiseases,maxEffectiveSampleSize,earliestPublicationDate,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount
1337,ENSG00000147168,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,IL2RG,,,,9
1338,ENSG00000149554,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,CHEK1,0.16900003,2.0784,0.65082,10
1339,ENSG00000150630,0,0.75,-1.0,0.0,1,2,269829.0934099178,2024-07-19,VEGFC,0.621,0.72619,-1.2608,3
1340,ENSG00000156345,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,CDK20,-0.342,-1.0434,-0.98801,0
1341,ENSG00000158104,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,HPD,0.15499997,1.5213,0.96386,1
1342,ENSG00000158125,1,1.0,0.75,0.0,1,1,286678.73247515375,2024-07-19,XDH,0.00999999,-0.79461,-0.30006,3
1343,ENSG00000160013,1,1.0,0.5,0.0,2,2,79958.75176875875,2012-11-01,PTGIR,-0.878,-0.87887,-2.0557,3
1344,ENSG00000161970,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL26,0.742,1.793,0.050299,13
1345,ENSG00000162733,0,1.0,-1.0,0.0,3,4,124531.34246675359,2017-09-07,DDR2,0.625,3.8315,0.45728,1
1346,ENSG00000162989,0,1.0,0.5,0.0,3,3,258456.3496858129,2019-06-24,KCNJ3,0.777,5.493,0.76247,2
1347,ENSG00000163517,0,1.0,0.5,0.0,2,3,281258.82202219026,2025-04-09,HDAC11,0.194,1.3533,0.15909,4
1348,ENSG00000163932,1,1.0,-1.0,-1.0,1,1,11608.613380386345,2023-01-18,PRKCD,0.656,3.8706,1.141,14
1349,ENSG00000165646,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,SLC18A2,0.32,1.6238,0.78628,4
1350,ENSG00000165916,0,1.0,-1.0,-1.0,3,4,356440.71671986027,2021-09-30,PSMC3,0.648,5.0225,0.69308,62
1351,ENSG00000166148,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,AVPR1A,-0.26400006,0.5108,0.07564,3
1352,ENSG00000167244,0,0.5,1.0,0.0,1,1,427337.4491868293,2021-11-04,IGF2,0.504,1.269,0.27898,5
1353,ENSG00000167325,1,1.0,-1.0,-1.0,2,2,50072.877304794354,2020-12-03,RRM1,0.758,5.0504,0.69917,1
1354,ENSG00000167526,0,1.0,-1.0,-1.0,2,2,765591.3646788632,2020-06-15,RPL13,0.75,-0.61989,-1.8022,13
1355,ENSG00000167658,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,EEF2,0.61,3.6054,-5.3823,5
1356,ENSG00000167941,0,1.0,1.0,0.5,3,8,191895.42310022408,2018-08-29,SOST,-0.63399994,-0.55315,-1.6453,2
1357,ENSG00000167986,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,DDB1,0.805,6.4646,-0.12609,9
1358,ENSG00000168398,1,1.0,0.5,0.0,2,2,4428.202703899027,2021-08-01,BDKRB2,-0.929,0.20862,-0.92407,3
1359,ENSG00000169047,1,0.5,-1.0,0.0,11,19,804063.9714459113,2012-09-01,IRS1,0.32599998,1.1712,0.23413,18
1360,ENSG00000169313,1,1.0,1.0,0.0,1,1,263416.51565448404,2023-12-28,P2RY12,-0.15999997,1.262,0.61445,3
1361,ENSG00000169432,0,1.0,0.5,0.0,1,2,197485.87952538437,2023-06-05,SCN9A,0.14499998,1.2545,0.22219,3
1362,ENSG00000169783,0,0.5,1.0,0.0,5,6,1076472.0138856068,2009-02-01,LINGO1,0.45,3.5632,0.37747,1
1363,ENSG00000169925,0,0.75,-1.0,-1.0,2,2,1424218.0900670097,2024-01-19,BRD3,0.604,2.7612,-0.69125,0
1364,ENSG00000170745,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,KCNS3,0.35500002,1.5486,0.51785,2
1365,ENSG00000170759,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,KIF5B,0.56700003,3.4026,0.25999,6
1366,ENSG00000171564,0,1.0,1.0,0.5,1,1,97822.37358221927,2022-10-12,FGB,0.338,1.2427,0.23421,18
1367,ENSG00000171631,0,0.75,0.5,0.0,0,0,0.01,2025-01-01,P2RY6,-0.6,0.79178,0.37831,2
1368,ENSG00000171759,0,1.0,0.75,0.5,2,3,355284.1215006515,2021-09-30,PAH,-0.265,-0.00030735,0.43933,2
1369,ENSG00000172175,1,1.0,-1.0,-1.0,1,1,38092.548464040476,2019-09-01,MALT1,0.42000002,2.3096,-0.3102,5
1370,ENSG00000172572,1,1.0,0.5,0.0,8,20,1424218.0900670097,2014-07-27,PDE3A,0.23699999,-0.62454,-2.2423,1
1371,ENSG00000172889,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,EGFL7,-0.79700005,-0.89099,-1.9355,0
1372,ENSG00000172955,0,1.0,1.0,0.5,1,1,38913.031770896094,2023-01-18,ADH6,-0.263,0.33671,-0.03487,1
1373,ENSG00000173826,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,KCNH6,-0.13999999,1.3438,1.4157,1
1374,ENSG00000174343,0,0.75,,,3,6,381165.6245253304,2011-08-14,CHRNA9,0.11799997,0.28523,0.4059,2
1375,ENSG00000175535,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,PNLIP,0.015999973,1.1953,0.031367,3
1376,ENSG00000177189,1,0.25,-1.0,-1.0,2,2,219437.49527928562,2023-01-18,RPS6KA3,,,,7
1377,ENSG00000177283,0,0.5,0.5,0.0,2,4,156470.480665571,2016-08-01,FZD8,0.24699998,1.3249,-4.6128,4
1378,ENSG00000178057,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFAF3,-0.22000003,0.24876,-0.17568,1
1379,ENSG00000180210,1,1.0,1.0,1.0,6,21,235397.69820205137,2015-03-12,F2,0.448,2.7726,1.0194,14
1380,ENSG00000181847,0,0.75,1.0,0.5,0,0,0.01,2025-01-01,TIGIT,0.07099998,0.36087,-0.11717,0
1381,ENSG00000182674,0,1.0,0.5,0.5,1,1,1424218.0900670097,2024-02-19,KCNB2,0.646,3.8314,0.42455,1
1382,ENSG00000182774,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPS17,0.83,3.1938,-0.55684,18
1383,ENSG00000182782,0,0.5,0.5,0.0,1,2,442877.006007271,2024-07-19,HCAR2,-0.87100005,1.6877,0.65984,3
1384,ENSG00000183960,0,1.0,0.75,0.5,3,3,341207.7500533011,2019-06-24,KCNH8,0.19,1.7796,0.59629,1
1385,ENSG00000184304,0,1.0,-1.0,0.0,4,6,1424218.0900670097,2014-07-22,PRKD1,0.23799998,0.97306,-0.30835,1
1386,ENSG00000185291,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,IL3RA,,,,3
1387,ENSG00000186468,0,1.0,-1.0,-1.0,1,2,141076.9910731678,2015-04-01,RPS23,0.816,2.9522,-0.21889,19
1388,ENSG00000186795,0,1.0,,,0,0,0.01,2025-01-01,KCNK18,-0.11399996,0.81559,-0.47953,2
1389,ENSG00000188229,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,TUBB4B,0.623,6.5815,-4.3734,38
1390,ENSG00000188641,1,0.75,0.5,-1.0,9,19,1778690.168860174,2011-09-18,DPYD,-0.09000003,0.10047,0.22542,1
1391,ENSG00000188778,1,1.0,0.5,0.5,0,0,0.01,2025-01-01,ADRB3,-0.952,-1.5328,-1.8356,2
1392,ENSG00000189043,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFA4,-0.689,-0.78394,-0.3119,4
1393,ENSG00000196569,0,1.0,0.5,0.0,4,7,437137.9986908925,2019-12-09,LAMA2,0.199,1.2753,0.70064,7
1394,ENSG00000196616,1,1.0,0.5,0.0,10,29,1424218.0900670097,2009-08-18,ADH1B,-0.013000011,0.80857,0.18902,1
1395,ENSG00000198033,0,1.0,1.0,1.0,0,0,0.01,2025-01-01,TUBA3C,0.075999975,3.3478,-0.44304,31
1396,ENSG00000198840,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND3,,,,2
1397,ENSG00000204262,0,1.0,-1.0,0.0,2,3,356440.71671986027,2023-01-18,COL5A2,0.894,3.3665,0.44883,13
1398,ENSG00000211810,0,0.75,1.0,0.5,0,0,0.01,2025-01-01,TRAV29DV5,,,,6
1399,ENSG00000215018,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,COL28A1,-0.12399995,-0.712,-0.68223,2
1400,ENSG00000233816,0,0.5,,,0,0,0.01,2025-01-01,IFNA13,-0.87399995,0.93736,0.47768,6
1401,ENSG00000234829,0,0.5,,,0,0,0.01,2025-01-01,IFNA17,-0.867,-1.8179,-1.75,6
1402,ENSG00000277443,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,MARCKS,-0.86,-6.1323,-4.9428,1
1403,ENSG00000003400,1,0.5,-1.0,-1.0,2,3,278190.43024910334,2019-08-13,CASP10,-0.046000004,0.61351,0.72154,4
1404,ENSG00000007314,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,SCN4A,0.37199998,2.2392,0.96508,2
1405,ENSG00000010322,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NISCH,0.51199996,3.3086,0.58605,3
1406,ENSG00000012504,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,NR1H4,0.42299998,1.666,-0.26886,8
1407,ENSG00000036828,0,1.0,1.0,0.5,5,9,765591.3646788632,2019-02-04,CASR,0.531,4.8379,0.85468,3
1408,ENSG00000041982,0,0.5,0.5,-1.0,7,14,1778690.168860174,2015-02-02,TNC,0.39200002,1.3748,2.3563,5
1409,ENSG00000047936,0,1.0,0.75,0.5,3,3,53488.43246868315,2022-08-01,ROS1,0.007000029,0.1768,-0.12569,0
1410,ENSG00000048052,0,1.0,-1.0,-1.0,8,18,1424218.0900670097,2012-02-05,HDAC9,0.623,1.4838,-0.83153,4
1411,ENSG00000050748,1,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,MAPK9,0.329,2.6482,1.0493,5
1412,ENSG00000053918,1,1.0,0.5,0.0,11,18,1424218.0900670097,2008-08-17,KCNQ1,0.08499998,0.91213,-2.1794,3
1413,ENSG00000054219,0,0.5,1.0,0.0,1,1,1778690.168860174,2022-07-14,LY75,0.10799998,1.3629,1.0325,0
1414,ENSG00000058085,0,1.0,0.5,0.0,1,1,125821.84557838629,2018-12-12,LAMC2,0.20300001,1.3268,1.3605,9
1415,ENSG00000062038,0,0.25,0.5,0.0,2,4,521818.7070055739,2020-04-27,CDH3,0.17699999,0.71843,0.1985,1
1416,ENSG00000066056,0,0.25,-1.0,0.0,0,0,0.01,2025-01-01,TIE1,0.18199998,1.5357,1.1622,0
1417,ENSG00000066405,0,0.75,0.75,0.5,3,4,498258.534626183,2023-01-18,CLDN18,-0.17900002,1.1136,0.63844,1
1418,ENSG00000067606,0,1.0,0.5,0.0,5,5,235397.69820205137,2023-01-18,PRKCZ,0.42400002,2.9346,-0.49488,5
1419,ENSG00000069431,1,1.0,0.5,0.0,1,1,860.2376060741402,2014-04-27,ABCC9,0.44300002,7.0369,0.57664,4
1420,ENSG00000069764,0,0.75,0.5,0.5,0,0,0.01,2025-01-01,PLA2G10,-0.895,0.18014,0.63331,6
1421,ENSG00000074181,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,NOTCH3,0.43400002,1.8748,-1.3625,8
1422,ENSG00000074370,0,0.5,0.5,0.0,3,4,713911.8939045856,2022-11-03,ATP2A3,0.241,2.0809,-0.14466,4
1423,ENSG00000077097,0,1.0,-1.0,-1.0,1,1,75457.10036559975,2020-10-27,TOP2B,0.672,3.7013,-0.056872,1
1424,ENSG00000077238,0,1.0,-1.0,-1.0,7,15,562534.7696387965,2018-08-13,IL4R,0.397,1.2261,1.0353,1
1425,ENSG00000080815,0,0.75,-1.0,-1.0,1,1,228220.5662976458,2018-07-30,PSEN1,0.575,3.1063,0.55796,14
1426,ENSG00000085563,1,0.75,0.5,0.0,0,0,0.01,2025-01-01,ABCB1,0.425,2.7727,0.85708,4
1427,ENSG00000095596,0,0.5,1.0,1.0,5,8,414433.58532016096,2018-07-27,CYP26A1,-0.42700005,-0.24131,-0.025936,2
1428,ENSG00000100433,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,KCNK10,0.305,2.4198,-0.11519,2
1429,ENSG00000100479,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,POLE2,-0.93499994,-1.6725,-2.2369,10
1430,ENSG00000100764,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,PSMC1,0.742,5.1835,1.0905,62
1431,ENSG00000100902,0,1.0,-1.0,-1.0,1,2,19965.24128263536,2015-01-08,PSMA6,0.878,2.6053,0.64399,62
1432,ENSG00000101412,1,0.75,0.5,0.0,1,1,242964.12552687144,2023-01-18,E2F1,0.601,1.8728,-0.69352,17
1433,ENSG00000101665,0,0.75,-1.0,-1.0,7,38,645988.1975077938,2007-10-14,SMAD7,0.561,0.87584,-2.6957,7
1434,ENSG00000101680,0,1.0,0.5,0.5,1,1,1424218.0900670097,2012-05-31,LAMA1,0.32700002,1.7732,0.80809,7
1435,ENSG00000101986,0,1.0,-1.0,0.0,1,1,427337.4491868293,2023-01-18,ABCD1,,,,6
1436,ENSG00000104368,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,PLAT,0.19599998,0.97674,-0.28639,2
1437,ENSG00000104695,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,PPP2CB,0.259,2.8184,-0.20371,36
1438,ENSG00000104848,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,KCNA7,-0.23699999,-0.27334,-0.95392,1
1439,ENSG00000105329,1,1.0,-1.0,0.0,8,25,1470466.6505612188,2017-12-06,TGFB1,0.31800002,0.77536,-0.44888,21
1440,ENSG00000105397,0,1.0,-1.0,0.0,12,27,756470.9740366563,2009-12-06,TYK2,0.374,2.042,0.1738,20
1441,ENSG00000105675,0,1.0,1.0,0.5,3,3,178948.78717378277,2021-04-08,ATP4A,0.19199997,3.4721,0.31081,1
1442,ENSG00000105737,0,1.0,0.5,0.0,2,4,101032.95487940393,2023-01-18,GRIK5,0.408,3.1806,-0.48082,1
1443,ENSG00000106123,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,EPHB6,0.393,2.5377,0.49491,4
1444,ENSG00000106144,1,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,CASP2,0.06400001,1.4453,0.47886,3
1445,ENSG00000107165,0,0.5,0.75,0.0,2,8,133918.94977035935,2018-05-08,TYRP1,-0.398,-2.0852,-1.0558,2
1446,ENSG00000107643,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,MAPK8,0.468,3.3593,-0.44088,12
1447,ENSG00000108344,0,1.0,0.5,-1.0,2,4,360837.067725683,2017-10-30,PSMD3,0.829,2.5855,0.66268,62
1448,ENSG00000108840,0,1.0,-1.0,-1.0,3,4,598869.4096893278,2021-05-17,HDAC5,0.729,3.875,0.17561,5
1449,ENSG00000110195,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,FOLR1,0.265,1.2702,0.74353,3
1450,ENSG00000110448,0,0.5,0.5,0.0,4,4,322220.1169395476,2011-01-18,CD5,0.16500002,1.3463,0.97244,0
1451,ENSG00000110721,0,0.25,-1.0,-1.0,0,0,0.01,2025-01-01,CHKA,0.074,-0.64702,-0.75214,2
1452,ENSG00000111725,1,0.75,-1.0,-1.0,1,1,160010.51072069994,2023-05-08,PRKAB1,0.24299997,2.0242,0.35073,8
1453,ENSG00000112242,0,0.75,-1.0,-1.0,2,4,83633.19622783325,2021-11-04,E2F3,0.607,1.375,0.072356,6
1454,ENSG00000113070,0,0.25,0.5,-1.0,4,4,235397.69820205137,2017-02-06,HBEGF,0.263,1.4108,0.76536,31
1455,ENSG00000113851,0,1.0,-1.0,-1.0,1,1,433862.5685735124,2017-11-01,CRBN,-0.14699996,-0.91879,-1.0882,1
1456,ENSG00000114013,0,1.0,0.5,0.0,2,4,31828.071233716477,2011-08-11,CD86,0.445,1.1111,0.39967,8
1457,ENSG00000114200,1,1.0,1.0,0.0,0,0,0.01,2025-01-01,BCHE,-0.19500005,-1.274,0.0092272,4
1458,ENSG00000114739,0,1.0,-1.0,0.0,1,2,203090.6413944402,2023-01-18,ACVR2B,0.592,3.0549,-0.2546,4
1459,ENSG00000116106,0,1.0,0.5,0.0,2,2,433862.5685735124,2015-09-22,EPHA4,0.74399996,4.0297,0.83613,4
1460,ENSG00000117480,1,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,FAAH,-0.14699996,0.57246,-0.055845,1
1461,ENSG00000118181,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPS25,0.616,2.1829,-0.17071,18
1462,ENSG00000118785,0,0.5,0.5,0.0,3,4,175016.11286382115,2021-04-08,SPP1,-0.33500004,0.83275,0.1776,7
1463,ENSG00000120457,0,1.0,0.5,0.0,3,6,645988.1975077938,2018-06-11,KCNJ5,0.088,2.0231,0.47902,2
1464,ENSG00000120885,0,0.75,0.5,-1.0,6,14,539013.8231881644,2009-09-06,CLU,0.28399998,1.7407,0.42253,4
1465,ENSG00000120889,0,0.75,-1.0,-1.0,4,7,278190.43024910334,2023-01-18,TNFRSF10B,-0.075999975,-0.081284,-0.19125,8
1466,ENSG00000122194,0,1.0,1.0,0.5,3,19,502231.5406594711,2015-09-07,PLG,0.44099998,1.5082,0.71041,6
1467,ENSG00000129749,0,0.75,1.0,0.5,0,0,0.01,2025-01-01,CHRNA10,-0.30900002,-0.70448,-1.1102,1
1468,ENSG00000129991,0,0.75,1.0,0.0,0,0,0.01,2025-01-01,TNNI3,-0.09899998,0.80763,-0.78519,2
1469,ENSG00000131471,0,0.5,0.5,-1.0,0,0,0.01,2025-01-01,AOC3,-0.055999994,1.6108,0.66578,1
1470,ENSG00000131620,0,1.0,0.5,0.0,5,6,301203.06999851385,2018-09-03,ANO1,0.38200003,2.4386,-0.10763,2
1471,ENSG00000132681,1,1.0,0.5,0.5,0,0,0.01,2025-01-01,ATP1A4,0.12099999,1.4876,0.080169,3
1472,ENSG00000132840,0,1.0,0.75,0.0,0,0,0.01,2025-01-01,BHMT2,-0.013000011,0.94356,0.84351,1
1473,ENSG00000132965,0,0.75,0.75,-1.0,2,3,229954.37886203246,2023-12-26,ALOX5AP,0.20499998,1.0133,0.1326,3
1474,ENSG00000134817,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,APLNR,0.19,0.95955,-0.51648,2
1475,ENSG00000136235,0,0.5,0.5,-1.0,2,2,263416.51565448404,2014-07-27,GPNMB,-0.49600005,0.59195,0.35324,1
1476,ENSG00000137080,0,0.5,,,0,0,0.01,2025-01-01,IFNA21,-0.931,-1.404,-1.0103,6
1477,ENSG00000137252,0,1.0,,,1,1,144712.0807038357,2022-10-12,HCRTR2,0.39999998,1.1883,-0.73875,2
1478,ENSG00000137745,1,1.0,1.0,1.0,1,1,25464.040702316375,2022-09-30,MMP13,-0.06700003,0.58112,0.69379,5
1479,ENSG00000137948,0,0.75,1.0,0.5,1,1,314481.0395324854,2023-01-18,BRDT,0.199,1.2182,0.88983,0
1480,ENSG00000138379,0,0.75,0.5,0.5,0,0,0.01,2025-01-01,MSTN,0.42900002,1.1959,-0.15915,1
1481,ENSG00000139567,0,0.5,0.5,0.0,1,1,322220.1169395476,2021-11-04,ACVRL1,0.43,3.1905,-0.18684,1
1482,ENSG00000140443,1,1.0,-1.0,0.0,4,5,1424218.0900670097,2018-06-11,IGF1R,0.607,4.6593,-0.84538,5
1483,ENSG00000140538,0,1.0,0.5,0.0,3,6,132781.32332824613,2022-06-28,NTRK3,0.653,2.6287,-1.5625,10
1484,ENSG00000141506,1,0.75,1.0,0.0,3,5,381165.6245253304,2020-06-24,PIK3R5,0.55799997,3.085,0.76589,9
1485,ENSG00000142166,0,1.0,-1.0,-1.0,1,1,22669.576834673207,2023-05-15,IFNAR1,-0.73,0.36819,-0.1494,5
1486,ENSG00000142192,0,1.0,-1.0,-1.0,3,6,340825.7076940272,2021-06-07,APP,0.59000003,2.2633,0.39774,17
1487,ENSG00000143105,0,1.0,,,0,0,0.01,2025-01-01,KCNA10,-0.027999997,0.096997,-0.55789,1
1488,ENSG00000143106,0,1.0,-1.0,0.0,1,1,91172.20051337926,2023-01-18,PSMA5,0.681,3.3912,0.39047,63
1489,ENSG00000143627,0,1.0,0.5,0.5,4,4,1424218.0900670097,2022-10-25,PKLR,0.09899998,1.6057,0.29485,5
1490,ENSG00000143839,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,REN,-0.069000006,1.6483,0.68768,1
1491,ENSG00000143947,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPS27A,0.623,2.0872,-0.49768,205
1492,ENSG00000147246,1,1.0,0.75,0.5,0,0,0.01,2025-01-01,HTR2C,,,,2
1493,ENSG00000147873,0,0.5,,,0,0,0.01,2025-01-01,IFNA5,-0.87399995,-1.1928,-0.88726,6
1494,ENSG00000147885,0,0.5,,,0,0,0.01,2025-01-01,IFNA16,-0.94299996,-2.7814,-2.3523,6
1495,ENSG00000148303,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL7A,0.917,1.0571,-1.3472,13
1496,ENSG00000149806,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,FAU,0.804,1.5879,0.27796,18
1497,ENSG00000151694,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,ADAM17,0.435,2.5759,0.43377,13
1498,ENSG00000152270,1,1.0,0.5,0.0,3,3,1424218.0900670097,2023-01-18,PDE3B,0.045000017,-1.0165,-2.7112,2
1499,ENSG00000154611,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,PSMA8,0.08200002,-0.094845,-0.24382,1
1500,ENSG00000157765,0,0.5,1.0,0.0,0,0,0.01,2025-01-01,SLC34A2,-0.019000053,0.56437,-0.41329,4
1501,ENSG00000158864,0,1.0,0.5,-1.0,1,1,199181.4939619243,2022-10-12,NDUFS2,0.31,2.2634,1.0532,2
1502,ENSG00000159352,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMD4,0.70500004,3.4197,1.1852,1
1503,ENSG00000160223,0,0.5,-1.0,0.0,1,1,71117.27631467933,2025-01-01,ICOSLG,,,,1
1504,ENSG00000160868,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,CYP3A4,0.18199998,1.7594,1.3517,7
1505,ENSG00000160882,0,1.0,1.0,0.5,2,2,1990918.947961699,2022-11-21,CYP11B1,0.07700002,-0.26072,-0.65,3
1506,ENSG00000160932,0,0.25,0.5,-1.0,0,0,0.01,2025-01-01,LY6E,-0.13699996,0.49468,0.063339,1
1507,ENSG00000161057,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMC2,0.726,4.6323,0.80787,62
1508,ENSG00000162736,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,NCSTN,0.657,2.8455,1.1688,15
1509,ENSG00000163235,1,0.5,0.5,0.0,5,19,1990918.947961699,2018-08-13,TGFA,0.004000008,0.56391,0.32668,19
1510,ENSG00000164509,0,0.75,0.5,0.5,0,0,0.01,2025-01-01,IL31RA,0.049000025,1.8764,0.51365,1
1511,ENSG00000164867,1,0.75,0.5,0.0,6,28,756470.9740366563,2015-09-07,NOS3,0.100000024,1.4882,-0.47993,9
1512,ENSG00000166441,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL27A,0.834,2.0618,0.033926,14
1513,ENSG00000166825,0,0.5,0.75,0.0,3,4,301203.06999851385,2018-11-30,ANPEP,0.29500002,1.3814,0.069454,2
1514,ENSG00000167965,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,MLST8,0.32099998,0.84308,-2.1509,14
1515,ENSG00000168028,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPSA,0.856,3.3364,0.56276,18
1516,ENSG00000169174,0,1.0,1.0,0.5,4,23,502231.5406594711,2009-02-08,PCSK9,-0.25,0.58699,0.12791,4
1517,ENSG00000169427,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,KCNK9,0.59599996,3.4647,0.42267,2
1518,ENSG00000169442,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,CD52,-0.78699994,0.70179,0.52911,1
1519,ENSG00000171557,0,1.0,1.0,0.0,4,17,500292.45069431677,2013-05-05,FGG,0.445,1.5174,0.39477,20
1520,ENSG00000172037,0,1.0,-1.0,-1.0,2,4,383158.3001114715,2017-12-06,LAMB2,0.348,2.8708,2.3148,8
1521,ENSG00000173213,1,0.5,0.5,1.0,0,0,0.01,2025-01-01,TUBB8B,-0.454,-0.34936,-0.60023,26
1522,ENSG00000176393,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,RNPEP,0.04000002,1.1227,1.1138,0
1523,ENSG00000178342,0,1.0,0.5,1.0,5,11,1778690.168860174,2013-10-19,KCNG2,-0.93799996,-2.5048,-4.7712,2
1524,ENSG00000179546,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,HTR1D,-0.21000004,0.78227,0.75668,2
1525,ENSG00000181072,1,1.0,0.5,0.5,0,0,0.01,2025-01-01,CHRM2,0.445,2.3314,0.61051,4
1526,ENSG00000182578,1,1.0,0.5,-1.0,0,0,0.01,2025-01-01,CSF1R,0.515,2.4273,-0.024206,3
1527,ENSG00000182580,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,EPHB3,0.565,3.668,1.2578,4
1528,ENSG00000183087,0,0.75,-1.0,-1.0,2,3,464892.4593283075,2021-12-06,GAS6,0.213,0.41038,-1.3239,7
1529,ENSG00000183765,0,0.5,-1.0,0.0,10,60,521818.7070055739,2012-09-09,CHEK2,-0.39900005,-0.016674,1.2863,8
1530,ENSG00000184160,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,ADRA2C,-0.116000056,0.46364,-2.2916,6
1531,ENSG00000185231,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,MC2R,-0.39,0.74423,-0.88976,3
1532,ENSG00000186010,0,1.0,-1.0,-1.0,3,6,1778690.168860174,2014-07-22,NDUFA13,-0.301,-0.55777,-0.42203,3
1533,ENSG00000186803,0,0.5,,,1,1,95491.56815792594,2022-03-07,IFNA10,-0.93799996,-0.91304,-1.0239,6
1534,ENSG00000186827,0,0.75,0.5,0.0,1,1,33224.221295945434,2023-01-18,TNFRSF4,-0.48899996,-1.629,-2.3325,1
1535,ENSG00000187266,0,1.0,-1.0,-1.0,1,1,380831.7787965888,2017-12-06,EPOR,0.213,1.0613,-0.39387,5
1536,ENSG00000188536,1,1.0,1.0,-1.0,1,1,48276.34365519406,2024-07-19,HBA2,-0.91499996,0.68074,1.4325,5
1537,ENSG00000188846,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL14,0.64100003,1.2783,1.0255,13
1538,ENSG00000196811,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,CHRNG,-0.286,0.9905,0.65932,1
1539,ENSG00000196839,0,1.0,0.75,0.0,1,1,62627.34914844415,2024-01-05,ADA,-0.18400002,0.4697,0.3029,3
1540,ENSG00000197646,0,0.25,0.5,0.0,0,0,0.01,2025-01-01,PDCD1LG2,-0.51600003,-0.82501,0.59908,1
1541,ENSG00000197728,0,1.0,-1.0,-1.0,11,26,562534.7696387965,2011-07-31,RPS26,0.68,2.7399,-0.36271,18
1542,ENSG00000198121,0,0.5,1.0,0.0,4,5,205425.60717824215,2018-12-03,LPAR1,0.611,3.213,0.59658,3
1543,ENSG00000198242,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL23A,0.64100003,1.5134,0.42305,13
